Ruta,Indice,Real,Imag
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i23_second,10,0.0,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,1,1.0000000000000164,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,2,1.0000000000000329,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,3,1.0000000000000495,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,4,1.0000000000000657,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,5,1.0000000000000246,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,6,1.0000000000000406,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,7,1.0000000000000564,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,8,1.0000000000000722,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,9,1.000000000000088,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i24_second,10,1.0000000000000486,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,1,-0.0017898895276535136,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,2,-0.0015808156502758349,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,3,0.007849220292054091,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,4,0.01104364174737276,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,5,-0.11148821951018979,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,6,0.011692930713325776,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,7,0.019299160077895713,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,8,0.023670036939817066,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,9,0.02178512806558074,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i25_second,10,-0.09015130264383886,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,1,0.9848412711012495,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,2,0.9693549656014765,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,3,0.9654144338908459,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,4,0.9679775524997772,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,5,0.9553383250645786,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,6,0.934968472716466,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,7,0.925422717317146,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,8,0.9235530490986024,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,9,0.9197937938129216,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i26_second,10,0.9067624262787001,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,1,0.9848412711012496,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,2,0.9693549656014767,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,3,0.9654144338908464,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,4,0.9679775524997778,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,5,0.9553383250645786,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,6,0.9349684727164661,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,7,0.9254227173171462,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,8,0.9235530490986027,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,9,0.9197937938129219,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i27_second,10,0.9067624262787001,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,1,-0.9884985842390415,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,2,-0.972264740447225,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,3,-0.9683397320415281,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,4,-0.9705690889035875,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,5,0.9409544870108792,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,6,-0.9452147615499007,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,7,-0.9375225949834048,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,8,-0.9349215502170496,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,9,-0.9294421457964991,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i28_second,10,0.8940922962611241,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,1,0.9848412711012499,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,2,0.9693549656014767,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,3,0.9654144338908465,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,4,0.9679775524997777,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,5,0.9553383250645784,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,6,0.9349684727164657,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,7,0.925422717317146,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,8,0.9235530490986027,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,9,0.9197937938129215,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i29_second,10,0.9067624262786992,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,1,0.07103160996831132,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,2,0.14305869181472478,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,3,0.1353938141463862,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,4,0.0826867975355567,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,5,0.063278192333671,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,6,0.12241470066617519,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,7,0.11041283980773489,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,8,0.052958588410393866,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,9,0.013518653737162573,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i30_second,10,0.05619935547799254,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,1,-0.9913158635447076,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,2,-0.9934705528372666,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,3,-0.9934336667261856,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,4,-0.9932977282528772,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,5,0.9440252529654398,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,6,-0.9742994640548678,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,7,-0.9756488530444096,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,8,-0.9780586057880626,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,9,-0.9810075561279458,0.0
g=0.3_seed=1_state=all_zeros_steps=10_kvvec_i2_second_kvvec_i31_second,10,0.9250320378850317,0.0
